2018-10-08 22:04:09,"b'RT @FoxNews: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/JpA4nIEc0x'"
2018-10-08 22:04:08,b'RT @ruth_pry: @FoxNews Bill Clinton making money off of  #metoo activists tells you all you need to know about the authenticity of the move\xe2\x80\xa6'
2018-10-08 22:04:06,"b'RT @writemombritt: I was watching @Fuctupmind \'s video about Alyssa Milano\'s supposed concert ""assault"" from DECADES ago and I couldnt help\xe2\x80\xa6'"
2018-10-08 22:04:05,"b""RT @MrErnestOwens: That sexist misogynistic pig who tried to ruin Janet Jackson's career after nipplegate, Les Moonves is stepping down as\xe2\x80\xa6"""
2018-10-08 22:04:05,"b'RT @PastorDScott: I wonder why the Democratic Party, Alyssa Milano and the #Metoo movement have absolutely NO interest in Keith Ellisons vi\xe2\x80\xa6'"
2018-10-08 22:04:05,b'RT @MRVChennai: Luckily Mrs Edwina Mountbatten is dead. Else she too would hv joined the #MeToo campaign.'
2018-10-08 22:04:04,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:04:03,b'RT @nicholas_falvo: Canadian Forces say doubling of sex assault reports a sign of progress. https://t.co/y0cEcv135R #metoo #cdnpoli #canpoli'
2018-10-08 22:04:03,"b'RT @FoxNews: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/JpA4nIEc0x'"
2018-10-08 22:04:03,b'RT @kazweida: Brett Kavanaugh got sworn onto the Supreme Court this weekend.\n\nChristine Blasey Ford can\xe2\x80\x99t return to her house because she i\xe2\x80\xa6'
2018-10-08 22:04:02,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:03:59,"b'RT @mariawirth1: Please, #TanushreeDutta, independent of your grievance, do not malign India unfairly.\nyou said ""harrasment is engrained in\xe2\x80\xa6'"
2018-10-08 22:03:57,"b""RT @brianefallon: Heidi Heitkamp's opponent Kevin Cramer just mocked the #metoo movement. Heitkamp responded by telling the story of her la\xe2\x80\xa6"""
2018-10-08 22:03:57,"b'RT @PastorDScott: I wonder why the Democratic Party, Alyssa Milano and the #Metoo movement have absolutely NO interest in Keith Ellisons vi\xe2\x80\xa6'"
2018-10-08 22:03:56,b'RT @Lady_Star_Gem: We have all been Dr Ford once or more times\n\nEveryone is at risk of being Dr Ford\n\nSexually assaulted &amp; not believed or\xe2\x80\xa6'
2018-10-08 22:03:56,b'RT @RupinderKW: The #metoo movement in India hasn\xe2\x80\x99t \xe2\x80\x9cjust arrived\xe2\x80\x9d / women have been calling out since years... but they have been silenced\xe2\x80\xa6'
2018-10-08 22:03:55,"b'RT @ShephaliBhatt: ""I have waited for this moment to come for 19 years."" \n\n@vintananda\'s heart-wrenching post which reaffirms that #TimesUp\xe2\x80\xa6'"
2018-10-08 22:03:55,b'RT @TRE45ON_: I\xe2\x80\x99m a #metoo \nI had to get off twitter the past 36 hours\nI couldn\xe2\x80\x99t deal with K\xe2\x80\x99s confirmation\nI thought of giving up\nBut I k\xe2\x80\xa6'
2018-10-08 22:03:54,"b'RT @ShephaliBhatt: ""I have waited for this moment to come for 19 years."" \n\n@vintananda\'s heart-wrenching post which reaffirms that #TimesUp\xe2\x80\xa6'"
2018-10-08 22:03:52,"b'RT @slone: \xf0\x9f\x9a\xa8 #MeToo choosing to become intolerant, domestic terrorists has consequences\n\nStories abound about men who will now NOT be alone\xe2\x80\xa6'"
2018-10-08 22:03:51,"b'RT @FoxNews: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/JpA4nIEc0x'"
2018-10-08 22:03:51,b'RT @carrieksada: No @chuckschumer you are the disgraceful one using women as props and weaponizing the #MeToo movement to further your own\xe2\x80\xa6'
2018-10-08 22:03:49,"b'RT @PastorDScott: I wonder why the Democratic Party, Alyssa Milano and the #Metoo movement have absolutely NO interest in Keith Ellisons vi\xe2\x80\xa6'"
2018-10-08 22:03:48,b'RT @Speedcomesfirst: Wondering why #MeToo #feminist prioritise over different high profile #rape allegations!\nWell take a look at this bril\xe2\x80\xa6'
2018-10-08 22:03:48,"b""RT @SirJadeja: \xf0\x9f\x91\x89#MeToo Is Women's Movement, Not Left/Liberal Movt\n\xf0\x9f\x91\x89Right Wing Is Not Anti-women, Generalising It Shows Your Stupidity\n\xf0\x9f\x91\x89Sexu\xe2\x80\xa6"""
2018-10-08 22:03:47,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:03:47,b'RT @DrJwalaG: My story is very well known and i had all creeps supporting a molester including top women from bjp n making molester a spoki\xe2\x80\xa6'
2018-10-08 22:03:45,b'RT @BuildTheWave: Because as long as Congress ignores survivors we will be here!\n\n#MeToo \n#BelieveSurviviors \n#FlipItBlue \n\nhttps://t.co/Ru\xe2\x80\xa6'
2018-10-08 22:03:44,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:03:44,b'RT @kazweida: Brett Kavanaugh got sworn onto the Supreme Court this weekend.\n\nChristine Blasey Ford can\xe2\x80\x99t return to her house because she i\xe2\x80\xa6'
2018-10-08 22:03:43,b'RT @SirJadeja: \xf0\x9f\x91\x89Praised AIB\n\xf0\x9f\x91\x89Called Random Person Harasser\n\xf0\x9f\x91\x89Blocked People Who Exposed Her Hypocrisy\n\xf0\x9f\x91\x89Played Victim Card &amp; Ran Away From Tw\xe2\x80\xa6'
2018-10-08 22:03:43,"b'RT @darrengrimes_: To those sneering at Boris Johnson\xe2\x80\x99s latest Daily Telegraph op-ed, he spent much of his time as Foreign Secretary campai\xe2\x80\xa6'"
2018-10-08 22:03:43,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:03:42,"b'RT @NPRmelissablock: Wow. Heidi Heitkamp talks about the sexual assault of her mom as a teenager, as she responds to challenger Kevin Crame\xe2\x80\xa6'"
2018-10-08 22:03:41,"b'RT @sohinigr: How to NOT sexually harass a female colleague - this is a ready guide, put together by @TaruniKumar, for all office creeps (y\xe2\x80\xa6'"
2018-10-08 22:03:41,b'RT @kazweida: Brett Kavanaugh got sworn onto the Supreme Court this weekend.\n\nChristine Blasey Ford can\xe2\x80\x99t return to her house because she i\xe2\x80\xa6'
2018-10-08 22:03:40,"b'@longtall6 @mitchellreports @jeffmason1 actually, #metoo is being used for political reasons. then you have michael\xe2\x80\xa6 https://t.co/SqUXvcj6ZN'"
2018-10-08 22:03:40,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:03:37,"b'RT @AnxiousVexation: Once amber is officially exposed, I expect (but have low hopes) that all these so called journalists will prepare thei\xe2\x80\xa6'"
2018-10-08 22:03:37,b'@Cee073 @WalshFreedom @Miduswell But no hypocrisy about supporting #Metoo &amp; #IBelieveHer &amp; then endorsing some1 who\xe2\x80\xa6 https://t.co/rXJErDb5vh'
2018-10-08 22:03:37,b'RT @NeilMackay: Caitie\xe2\x80\x99s story: The justice system failed my daughter in her #MeToo moment - today she\xe2\x80\x99s told she\xe2\x80\x99s in danger as the sexual\xe2\x80\xa6'
2018-10-08 22:03:36,b'RT @morethanmySLE: .@foxycuda shared my story of Sexual Assault with @MillenPolitics\n\n#MeToo are #HerToo &amp; #HimToo\n\nWe see &amp; hear you.\n\nIt\xe2\x80\xa6'
2018-10-08 22:03:36,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:03:33,b'@LiveNation @BillClinton @HillaryClinton Anyone who buys tickets to this and is on the left is an #asshat hypocrite\xe2\x80\xa6 https://t.co/vIOy1zUZ19'
2018-10-08 22:03:33,"b'RT @ErynnBrook: So, #HimToo is about men being accused of sexual assault?\n\nCause all survivors would just use #MeToo since \xe2\x80\x9cme\xe2\x80\x9d would cover\xe2\x80\xa6'"
2018-10-08 22:03:30,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:03:30,b'RT @wendyrsherman: Going through old files this holiday and found this 1991 Baltimore Sun cartoon. So painfully current @#MeToo \xe2\x81\xa6@Lawrence\xe2\x81\xa9\xe2\x80\xa6'
2018-10-08 22:03:29,b'https://t.co/xQvb6GJ1JC \nTYT LIVE: Trump Tries to Get Credit for Kavanaugh Confirmation; UN Climate Change Report\xe2\x80\xa6 https://t.co/iYc6NdMrVn'
2018-10-08 22:03:28,b'RT @Goz_1911: @LATiffani1 @Alyssa_Milano @Alyssa_milano do the women of the #MeToo movement agree or \xe2\x80\x9care you using like some like cult lik\xe2\x80\xa6'
2018-10-08 22:03:27,"b'RT @khanumarfa: #MeToo\n1-While women folks frm English media are calling out sexual harassment like never before, silence from Hindi TV pro\xe2\x80\xa6'"
2018-10-08 22:03:26,b'RT @carrieksada: No @chuckschumer you are the disgraceful one using women as props and weaponizing the #MeToo movement to further your own\xe2\x80\xa6'
2018-10-08 22:03:25,b'RT @Alyssa_Milano: Less than 1% of rapes lead to felony convictions. At least 89% of victims face emotional and physical consequences. #MeT\xe2\x80\xa6'
2018-10-08 22:03:24,"b'RT @PaulaCobia: To my fellow #damngivers, the time is now. Let\xe2\x80\x99s do this. Rise like lions after slumber in unvanquishable number. Shake you\xe2\x80\xa6'"
2018-10-08 22:03:24,"b""RT @sujataanandan: In all this #MeToo frenzy aren't we forgetting to compliment Rina Mukherjee, then of Statesman, who came out against her\xe2\x80\xa6"""
2018-10-08 22:03:24,"b'RT @RamPrasadh1: @Shehla_Rashid Men of all types exists everywhere, but to blatantly claim RW is anti-women, shows how ignorant and prepost\xe2\x80\xa6'"
2018-10-08 22:03:23,b'RT @wendyrsherman: Going through old files this holiday and found this 1991 Baltimore Sun cartoon. So painfully current @#MeToo \xe2\x81\xa6@Lawrence\xe2\x81\xa9\xe2\x80\xa6'
2018-10-08 22:03:22,b'RT @BevHillsAntifa7: Alyssa Milano talks about the time she was repeatedly punched in the vagina while in the mosh pit at a Taylor Swift co\xe2\x80\xa6'
2018-10-08 22:03:21,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:03:19,b'RT @dianasloan80401: Study Proves Women Lie About Sexual Assault Far More Than Previously Thought #assault #MeToo #lies https://t.co/gWIBuO\xe2\x80\xa6'
2018-10-08 22:03:19,"b'#Republicans chose to victimize the victims, while giving a ""pass"" to the perpetrator. ""OLD REPUBLICAN WHITE MEN"" h\xe2\x80\xa6 https://t.co/RZ5TILoVmJ'"
2018-10-08 22:03:16,"b""RT @EdKrassen: The right-wing's attempt to discredit the #metoo movement is disgraceful and sexist in every sense of the words.  \n\nWe need\xe2\x80\xa6"""
2018-10-08 22:03:14,b'RT @Lady_Star_Gem: We have all been Dr Ford once or more times\n\nEveryone is at risk of being Dr Ford\n\nSexually assaulted &amp; not believed or\xe2\x80\xa6'
2018-10-08 22:03:13,"b'RT @TheAdvocateMag: ""To suggest that this [#MeToo] movement doesn\xe2\x80\x99t make women strong and stronger is really unfortunate,"" said @SenatorHei\xe2\x80\xa6'"
2018-10-08 22:03:13,b'Janice Fiamengo on the Mob Justice of #MeToo\n\n https://t.co/73PwGohL1Y via @YouTube'
2018-10-08 22:03:13,"b""RT @FlaCoconuts: Remember to #BoycottTrump tonight &amp; deny him the ratings he so desperately seeks. \n\nWe won't forget. \n\n#KavaNope #SCOTUS #\xe2\x80\xa6"""
2018-10-08 22:03:11,b'Why you should trust in your ability to release your power from within: \nhttps://t.co/WGNG3SpNgL\n#genderequality\xe2\x80\xa6 https://t.co/kjATdlaeI6'
2018-10-08 22:03:11,"b'RT @ConservaMomUSA: Non-Michigan resident, #MeToo\xe2\x81\xa0 \xe2\x81\xa0\xe2\x81\xa0mob boss&amp; #Hollywood-open-secret-keeper @Alyssa_Milano prefers White female career pol\xe2\x80\xa6'"
2018-10-08 22:03:09,b'RT @LeadingWPassion: Who are you admiring and why? https://t.co/oLJhpoBfqq\n#genderequality \n#feminism #metoo https://t.co/TWYFj7EMUH'
2018-10-08 22:03:08,"b'RT @FoxNews: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/JpA4nIEc0x'"
2018-10-08 22:03:05,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:03:04,"b'RT @slone: \xf0\x9f\x9a\xa8 #MeToo choosing to become intolerant, domestic terrorists has consequences\n\nStories abound about men who will now NOT be alone\xe2\x80\xa6'"
2018-10-08 22:03:04,b'When womanhood means constantly looking over your shoulder: https://t.co/yoMbhDHD5o #sexualharassment #MeToo https://t.co/oS448vP1Ga'
2018-10-08 22:03:04,b'RT @morethanmySLE: .@foxycuda shared my story of Sexual Assault with @MillenPolitics\n\n#MeToo are #HerToo &amp; #HimToo\n\nWe see &amp; hear you.\n\nIt\xe2\x80\xa6'
2018-10-08 22:03:04,b'RT @kazweida: Brett Kavanaugh got sworn onto the Supreme Court this weekend.\n\nChristine Blasey Ford can\xe2\x80\x99t return to her house because she i\xe2\x80\xa6'
2018-10-08 22:03:02,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:02:59,b'RT @wendyrsherman: Going through old files this holiday and found this 1991 Baltimore Sun cartoon. So painfully current @#MeToo \xe2\x81\xa6@Lawrence\xe2\x81\xa9\xe2\x80\xa6'
2018-10-08 22:02:59,b'@FoxNews @HillaryClinton @BillClinton hypocrites.... these two of all people should not. E on a #metoo tour... this\xe2\x80\xa6 https://t.co/0ZWj9pTzVv'
2018-10-08 22:02:58,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:02:56,b'RT @alaphiah: Actress Rose McGowan says #MeToo is \xf0\x9f\x90\x82\xf0\x9f\x92\xa9! She could be right. Did you know New York Mayor Andrew Cuomo halted all investigation\xe2\x80\xa6'
2018-10-08 22:02:56,b'RT @Speedcomesfirst: Wondering why #MeToo #feminist prioritise over different high profile #rape allegations!\nWell take a look at this bril\xe2\x80\xa6'
2018-10-08 22:02:56,"b'RT @PastorDScott: I wonder why the Democratic Party, Alyssa Milano and the #Metoo movement have absolutely NO interest in Keith Ellisons vi\xe2\x80\xa6'"
2018-10-08 22:02:56,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:02:56,"b'RT @Raheelk: Thread on #Men and #MeToo - \n\nMen feeling the urge to critique #MeToo across its various aspects (scope, intensity, tone of ou\xe2\x80\xa6'"
2018-10-08 22:02:55,"b'RT @PastorDScott: I wonder why the Democratic Party, Alyssa Milano and the #Metoo movement have absolutely NO interest in Keith Ellisons vi\xe2\x80\xa6'"
2018-10-08 22:02:55,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:02:55,"b'RT @dhume: In India\xe2\x80\x99s #MeToo moment #MJAkbar is Harvey Weinstein: 1. High profile man w/ power to make or ruin careers. 2. Multiple, credib\xe2\x80\xa6'"
2018-10-08 22:02:55,"b'Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745\n\nhttps://t.co/OmhHmjhIna'"
2018-10-08 22:02:54,"b""RT @NikeNChillemi: Are you a college freshman and you're feeling isolated? Were you betrayed on campus? Ivy was. Romantic Suspense #metoo #\xe2\x80\xa6"""
2018-10-08 22:02:54,b'RT @Goz_1911: @LATiffani1 @Alyssa_Milano @Alyssa_milano do the women of the #MeToo movement agree or \xe2\x80\x9care you using like some like cult lik\xe2\x80\xa6'
2018-10-08 22:02:51,b'Leftists: Kavanaugh is definitely a filthy serial rapist! He must be investigated for the sake of wamen everywhere!\xe2\x80\xa6 https://t.co/nfJ5bl37Do'
2018-10-08 22:02:50,"b'RT @PastorDScott: I wonder why the Democratic Party, Alyssa Milano and the #Metoo movement have absolutely NO interest in Keith Ellisons vi\xe2\x80\xa6'"
2018-10-08 22:02:48,b'Study Proves Women Lie About Sexual Assault Far More Than Previously Thought #assault #MeToo #lies https://t.co/UOr1t8gjke via @o4america'
2018-10-08 22:02:48,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:02:47,"b'RT @FoxNews: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/JpA4nIEc0x'"
2018-10-08 22:02:44,"b'RT @PastorDScott: I wonder why the Democratic Party, Alyssa Milano and the #Metoo movement have absolutely NO interest in Keith Ellisons vi\xe2\x80\xa6'"
2018-10-08 22:02:42,"b'RT @shekharkapur: If this is not a ghastly #metoo moment for 40 school girls between ages of 12 and 14 in Bihar, what is? Is #metoo only co\xe2\x80\xa6'"
2018-10-08 22:02:40,"b""RT @brianefallon: Heidi Heitkamp's opponent Kevin Cramer just mocked the #metoo movement. Heitkamp responded by telling the story of her la\xe2\x80\xa6"""
2018-10-08 22:02:40,"b'RT @PastorDScott: I wonder why the Democratic Party, Alyssa Milano and the #Metoo movement have absolutely NO interest in Keith Ellisons vi\xe2\x80\xa6'"
2018-10-08 22:02:39,b'RT @kazweida: Brett Kavanaugh got sworn onto the Supreme Court this weekend.\n\nChristine Blasey Ford can\xe2\x80\x99t return to her house because she i\xe2\x80\xa6'
2018-10-08 22:02:38,"b'RT @FoxNews: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/JpA4nIEc0x'"
2018-10-08 22:02:37,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:02:36,"b'RT @ConservaMomUSA: Non-Michigan resident, #MeToo\xe2\x81\xa0 \xe2\x81\xa0\xe2\x81\xa0mob boss&amp; #Hollywood-open-secret-keeper @Alyssa_Milano prefers White female career pol\xe2\x80\xa6'"
2018-10-08 22:02:36,"b'RT @ShephaliBhatt: ""I have waited for this moment to come for 19 years."" \n\n@vintananda\'s heart-wrenching post which reaffirms that #TimesUp\xe2\x80\xa6'"
2018-10-08 22:02:34,"b'RT @thewire_in: In the end, #MeToo didn\xe2\x80\x99t matter. Nothing really mattered except for the \xe2\x80\x9cfacts\xe2\x80\x9d chosen and defined by a few old men. https\xe2\x80\xa6'"
2018-10-08 22:02:34,"b'RT @NewsDayFeed: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash \xe2\x80\x94 with tickets topping $745 Bill and Hillary Clinton\xe2\x80\xa6'"
2018-10-08 22:02:33,"b'RT @FoxNews: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/JpA4nIEc0x'"
2018-10-08 22:02:31,b'RT @donnasfineart: I want ALL #Resisters  to be ANGRY AT WHAT #TRUMP SAID:\n \xe2\x80\x9cChristine Fords story is a  Democrat hoax\xe2\x80\x9d\xe2\x80\xbc\xef\xb8\x8f \nI want more RT r\xe2\x80\xa6'
2018-10-08 22:02:30,"b'RT @DeShobhaa: Bollywood top stars still on a maun vrat. #metoo. Hire your favourite dialogue writers, if you cant find the right words. Bu\xe2\x80\xa6'"
2018-10-08 22:02:29,"b'RT @ConservaMomUSA: Non-Michigan resident, #MeToo\xe2\x81\xa0 \xe2\x81\xa0\xe2\x81\xa0mob boss&amp; #Hollywood-open-secret-keeper @Alyssa_Milano prefers White female career pol\xe2\x80\xa6'"
2018-10-08 22:02:28,"b'RT @TeriannMann: @politico When you push the narrative that ONLY favors the America First =America White that refuses to acknowledge the ""m\xe2\x80\xa6'"
2018-10-08 22:02:27,b'A @CBCNews article suggests more men in academic medicine are using #MeToo as an excuse not to mentor women. What c\xe2\x80\xa6 https://t.co/ITUiJfbcjH'
2018-10-08 22:02:27,b'RT @ruth_pry: @FoxNews Bill Clinton making money off of  #metoo activists tells you all you need to know about the authenticity of the move\xe2\x80\xa6'
2018-10-08 22:02:25,b'@FoxNews Haha! What a joke.  Bill and Monica \xe2\x9d\xa4\xef\xb8\x8f = BJs in the Oval Office.  Is that what Bill\xe2\x80\x99s gonna talk about for the #metoo moment.'
2018-10-08 22:02:25,"b'RT @darrengrimes_: To those sneering at Boris Johnson\xe2\x80\x99s latest Daily Telegraph op-ed, he spent much of his time as Foreign Secretary campai\xe2\x80\xa6'"
2018-10-08 22:02:25,"b'NEW RULES!!!  Since everybody is going to have family and friend occasions, the new rule is that before before you\xe2\x80\xa6 https://t.co/eAhnJw5OUD'"
2018-10-08 22:02:24,"b'RT @fpjindia: #MeToo : Comedian Jeeveshu Ahluwalia allegedly accused of date rape, he was earlier called out for sexual misconduct\nhttps://\xe2\x80\xa6'"
2018-10-08 22:02:19,"b'RT @PelagiNoctiluca: #wheniwas 16, an allergy doctor asked me to take off my shirt, then called me ""sweet meat"". I can\'t shake the shame th\xe2\x80\xa6'"
2018-10-08 22:02:18,"b'RT @ShephaliBhatt: ""I have waited for this moment to come for 19 years."" \n\n@vintananda\'s heart-wrenching post which reaffirms that #TimesUp\xe2\x80\xa6'"
2018-10-08 22:02:18,b'RT @Chinmayi: I cannot stop shaking. \n\nMy Friend will remain anonymous.\n@vairamuthu \n\nWhy people cannot share at the risk of their careers.\xe2\x80\xa6'
2018-10-08 22:02:18,"b'RT @FoxNews: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/JpA4nIEc0x'"
2018-10-08 22:02:18,"b""RT @KidCasteel: One of the most well reasoned &amp; well seasoned analogies I've seen on any subject.\nDefinitely worth the read.\n#MeToo #MenToo\xe2\x80\xa6"""
2018-10-08 22:02:18,"b'RT @FoxNews: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/JpA4nIEc0x'"
2018-10-08 22:02:16,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:02:13,b'RT @JarethResist: \xe2\x80\x9cAccept our existence or expect our resistance!\xe2\x80\x9d -unknown https://t.co/tjg9dbxzoK. #WomensWave #MeToo #WomansMarch #Resist'
2018-10-08 22:02:11,"b'RT @FoxNews: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/JpA4nIEc0x'"
2018-10-08 22:02:08,b'RT @Goz_1911: @LATiffani1 @Alyssa_Milano @Alyssa_milano do the women of the #MeToo movement agree or \xe2\x80\x9care you using like some like cult lik\xe2\x80\xa6'
2018-10-08 22:02:08,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:02:08,b'RT @PapillonBelier: Walking through this exhibit was so hard. I had to come in and leave and then come in and leave. I am heartbroken. #MeT\xe2\x80\xa6'
2018-10-08 22:02:07,b'RT @o4america: Study Proves Women Lie About Sexual Assault Far More Than Previously Thought #assault #MeToo #lies https://t.co/rSnGuULCy3 h\xe2\x80\xa6'
2018-10-08 22:02:06,"b'RT @ConservaMomUSA: Non-Michigan resident, #MeToo\xe2\x81\xa0 \xe2\x81\xa0\xe2\x81\xa0mob boss&amp; #Hollywood-open-secret-keeper @Alyssa_Milano prefers White female career pol\xe2\x80\xa6'"
2018-10-08 22:02:06,b'RT @jessphoenix2018: Hey @SenatorCollins: your actions made it so much harder for us to report sexual assault. You are a massive disappoint\xe2\x80\xa6'
2018-10-08 22:02:06,b'@goingglocal @1967pontiactig1 The #FakeChristians like @mike_pence @Franklin_Graham @JoelOsteenRadio @700club\xe2\x80\xa6 https://t.co/UsBhGnvh9C'
2018-10-08 22:02:06,b'How Has The EEOC Responded To The #metoo Movement? https://t.co/hNHXROxXc3 https://t.co/BOKSLQr5pN'
2018-10-08 22:02:05,b'Did Trump expect that a women who helped launch the #MeToo movement and stood up to her assailant like\xe2\x80\xa6 https://t.co/egHVk9NGUj'
2018-10-08 22:02:05,b'@mercedeslynz @ACLU @WC4SJ This is so awesome! #MeToo'
2018-10-08 22:02:05,"b""RT @RealTimBlack: Bette Midler's nword Tweet must be used to continue the conversation. Race and gender each deserve specific attention bas\xe2\x80\xa6"""
2018-10-08 22:02:04,b'RT @carrieksada: VJ is promising that she and the 44 Cabal will continue to weaponize the #MeToo movement to hurt men who\xe2\x80\x99s politics they d\xe2\x80\xa6'
2018-10-08 22:02:04,b'@FoxNews Bill Clinton making money off of  #metoo activists tells you all you need to know about the authenticity o\xe2\x80\xa6 https://t.co/kp6dGPyp2Y'
2018-10-08 22:02:03,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:02:02,"b""RT @RussOnPolitics: MSNBC's Nicolle Wallace: \xe2\x80\x9cEveryone has fallen, hook, line and sinker for the notion that Republicans are not screwed be\xe2\x80\xa6"""
2018-10-08 22:02:02,b'RT @destroylibs: #France literally elected a #MeToo survivor who was sexually exploited as a teenager by his high school drama teacher. Now\xe2\x80\xa6'
2018-10-08 22:02:02,"b""RT @ipsita_kabiraj: Why women don't 'speak up earlier'.. (Contd in comments)\n\n#MeToo #MeTooIndia https://t.co/zaMYVFtfFX"""
2018-10-08 22:02:01,b'RT @LauraLoomer: Bill &amp; Hillary Clinton are going on tour together! \n\nHere is their tour schedule.\n\nWould be a shame if Conservatives creat\xe2\x80\xa6'
2018-10-08 22:02:00,"b'Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash \xe2\x80\x94 with tickets topping $745 Bill and Hillary\xe2\x80\xa6 https://t.co/fk0I4apqe9'"
2018-10-08 22:02:00,"b""RT @brianefallon: Heidi Heitkamp's opponent Kevin Cramer just mocked the #metoo movement. Heitkamp responded by telling the story of her la\xe2\x80\xa6"""
2018-10-08 22:02:00,"b'RT @PastorDScott: I wonder why the Democratic Party, Alyssa Milano and the #Metoo movement have absolutely NO interest in Keith Ellisons vi\xe2\x80\xa6'"
2018-10-08 22:01:59,b'RT @Iran_Exposed: This should be a joke... The answer of one violence is another type of oppression? @khamenei_ir #Iran #Metoo @AntonStruve\xe2\x80\xa6'
2018-10-08 22:01:58,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:01:58,"b""@realDailyWire I'm sure the #MeToo people will be there full force. No? Oh that's right, Bill Clinton gets a pass. Always."""
2018-10-08 22:01:58,"b""RT @NeueRegelIsHere: Rose McGowan slams the #MeToo movement: \xe2\x80\x9cIt's all bull. It\xe2\x80\x99s a lie. It\xe2\x80\x99s a Band-Aid lie to make them feel better. I kn\xe2\x80\xa6"""
2018-10-08 22:01:57,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:01:56,"b'Wealthy rapists to do list:\n1. Make GOP campaign contribution. \n2. Grab em by the pussy.\n#GOP ,#DrFord #MeToo'"
2018-10-08 22:01:56,"b""RT @1IronMan2018: .@SenatorHeitkamp continues to stand up for victims of sexual assault while her opponent either doesn't believe his own c\xe2\x80\xa6"""
